,longtitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,price,prediction
11759,-121.24,38.72,12,3605,576.0,1556,549,4.9,INLAND,203700,197684.0
1576,-121.99,37.81,17,465,83.0,146,75,4.9018,<1H OCEAN,188500,222557.0
5771,-118.27,34.15,22,2265,637.0,1684,561,2.6729,<1H OCEAN,217100,219717.0
17602,-121.88,37.3,42,1867,398.0,927,389,4.325,<1H OCEAN,247000,245306.0
5695,-118.25,34.23,34,2421,475.0,1232,454,4.6852,<1H OCEAN,296200,284883.0
15072,-116.98,32.8,28,5721,1029.0,2672,1054,3.963,<1H OCEAN,164400,161671.0
15061,-116.95,32.79,19,11391,3093.0,7178,2905,2.0326,<1H OCEAN,123200,124913.0
7588,-118.23,33.9,28,1108,284.0,1498,289,2.4706,<1H OCEAN,88800,93708.0
14824,-117.11,32.66,52,25,5.0,14,9,1.625,NEAR OCEAN,118800,104768.0
4548,-118.21,34.02,52,22,7.0,55,7,7.5752,<1H OCEAN,67500,172677.02
10536,-117.71,33.49,5,1680,254.0,617,231,8.583,<1H OCEAN,397700,396691.02
541,-122.28,37.77,27,3997,1073.0,1901,966,3.75,NEAR BAY,242800,252087.0
13191,-117.69,34.08,30,4255,773.0,2129,730,4.5185,INLAND,142500,152162.0
2594,-124.06,40.88,12,2087,424.0,1603,438,2.5667,NEAR OCEAN,139500,125667.0
8640,-118.4,33.87,26,6712,1441.0,2803,1394,5.2276,<1H OCEAN,434500,419469.04
16502,-121.13,37.74,31,677,144.0,523,159,2.4598,INLAND,97100,98003.0
5584,-118.3,33.82,25,2659,765.0,2629,726,2.6368,<1H OCEAN,175900,192728.0
6719,-118.13,34.13,52,2826,381.0,924,365,7.9976,<1H OCEAN,500001,495516.86
5759,-118.29,34.17,17,3852,1066.0,2986,993,2.3482,<1H OCEAN,255400,250699.01
5678,-118.3,33.72,35,2790,,1167,441,6.2028,NEAR OCEAN,361500,369605.03
11109,-117.9,33.85,32,1605,314.0,986,306,3.3375,<1H OCEAN,186200,187617.0
15668,-122.44,37.8,52,3257,735.0,1045,620,4.5523,NEAR BAY,500001,498546.96
9986,-122.58,38.59,33,1239,262.0,539,246,3.5208,INLAND,195800,209558.0
11152,-117.97,33.84,25,2471,518.0,1539,500,4.2679,<1H OCEAN,191700,192901.0
1129,-121.62,39.77,23,1759,366.0,788,359,1.8125,INLAND,93500,87739.0
824,-122.08,37.63,34,1619,293.0,1148,310,4.0326,NEAR BAY,164700,167864.0
4561,-118.25,34.06,52,174,66.0,249,57,1.7763,<1H OCEAN,312500,268325.01
10102,-117.97,33.93,35,1887,328.0,989,351,4.1321,<1H OCEAN,198100,202069.0
2410,-119.45,36.6,42,510,88.0,247,99,2.5,INLAND,73000,79181.0
10075,-120.15,39.36,9,2254,400.0,694,243,5.6856,INLAND,138100,154531.0
19934,-119.34,36.31,14,1635,422.0,870,399,2.7,INLAND,88900,85937.0
5063,-118.29,33.99,39,979,235.0,857,236,2.5547,<1H OCEAN,108900,110161.0
13302,-117.62,34.07,15,4061,811.0,2884,734,3.3936,INLAND,127000,130827.0
14067,-117.12,32.75,25,2222,634.0,1025,568,1.64,NEAR OCEAN,130000,124974.0
11191,-117.94,33.82,24,4735,955.0,2600,868,5.0764,<1H OCEAN,228600,236967.0
15817,-122.42,37.76,52,2038,629.0,2007,596,2.5701,NEAR BAY,266700,276002.0
11555,-117.98,33.74,16,4636,908.0,2341,825,4.4261,<1H OCEAN,304700,279385.0
3033,-119.11,35.39,22,984,176.0,451,170,3.25,INLAND,88900,90322.0
17394,-120.44,34.96,39,1228,379.0,851,341,1.899,<1H OCEAN,113300,139229.03
12264,-116.87,33.76,5,4116,761.0,1714,717,2.5612,INLAND,130800,126537.0
2652,-124.03,40.45,34,1006,213.0,443,158,2.6094,<1H OCEAN,71300,86683.0
8702,-118.35,33.86,24,2139,481.0,971,418,4.3859,<1H OCEAN,271300,276241.0
14139,-117.07,32.75,31,2036,501.0,1263,442,2.5583,NEAR OCEAN,120700,122556.0
8939,-118.48,34.01,40,2198,611.0,1023,567,3.755,<1H OCEAN,398300,407991.08
13143,-121.54,38.29,47,1396,254.0,630,218,2.8616,INLAND,92500,103896.0
6250,-117.98,34.04,34,2547,537.0,2108,498,3.4722,<1H OCEAN,154600,158369.0
10982,-117.83,33.75,22,6433,1174.0,2703,1125,4.9957,<1H OCEAN,296400,279699.0
19472,-120.97,37.68,16,2493,535.0,1370,504,3.3368,INLAND,121200,129888.0
4628,-118.31,34.06,30,3110,1269.0,2535,1218,1.6987,<1H OCEAN,412500,376443.07
5930,-117.79,34.11,18,3814,721.0,1881,692,4.4722,INLAND,215600,215673.0
14520,-117.14,32.91,14,3014,710.0,2165,705,3.7837,<1H OCEAN,160300,156104.0
17569,-121.94,37.33,37,818,269.0,576,261,2.1902,<1H OCEAN,250000,232683.0
3847,-118.45,34.18,39,1810,388.0,839,380,3.7171,<1H OCEAN,228800,231082.0
13215,-117.72,34.02,17,1781,262.0,860,256,6.5958,INLAND,236800,236740.0
10905,-117.86,33.76,15,851,297.0,1326,254,2.8289,<1H OCEAN,117500,143788.0
16447,-121.28,38.14,37,3278,623.0,1431,575,3.3987,INLAND,99500,103421.0
3026,-119.45,35.15,33,5050,964.0,2293,919,3.1592,INLAND,75400,80386.0
1871,-119.95,38.94,24,2180,517.0,755,223,2.5875,INLAND,173400,153606.0
8492,-118.3,33.9,27,3267,762.0,2099,647,3.4,<1H OCEAN,224100,214898.0
9095,-118.32,34.62,31,1398,273.0,884,299,4.8409,INLAND,264900,244908.0
3100,-117.69,35.65,5,1131,276.0,520,232,4.0167,INLAND,87500,91499.0
8015,-118.1,33.83,37,2059,349.0,825,334,4.0603,<1H OCEAN,225200,225516.0
3268,-122.92,39.08,24,341,64.0,146,57,4.0,INLAND,166300,148544.0
6934,-118.09,34.01,42,897,229.0,1094,238,2.0729,<1H OCEAN,114100,127737.0
17471,-119.81,34.46,22,3488,452.0,1479,458,7.1687,NEAR OCEAN,384400,395813.06
11769,-121.36,38.73,21,2253,416.0,1050,411,3.141,INLAND,220100,176528.0
10050,-120.99,39.18,23,2550,457.0,1016,405,3.6607,INLAND,153000,158478.0
2558,-124.19,40.77,30,2975,634.0,1367,583,2.442,NEAR OCEAN,69000,75041.0
11314,-117.96,33.77,32,4398,905.0,2777,884,4.1321,<1H OCEAN,222800,212822.0
10813,-117.93,33.64,15,1707,514.0,1335,434,2.7543,<1H OCEAN,177800,194470.0
11498,-118.04,33.72,14,4494,1048.0,2222,963,4.7821,<1H OCEAN,169400,183909.0
19628,-121.04,37.3,6,2657,486.0,1409,392,3.3824,INLAND,115500,119021.0
20452,-118.81,34.28,20,3678,684.0,1882,694,4.1607,<1H OCEAN,196800,213136.02
9730,-121.74,36.79,16,3841,620.0,1799,611,4.3814,<1H OCEAN,245300,243942.0
19016,-121.97,38.34,11,1500,319.0,899,304,4.5568,INLAND,127200,133073.0
156,-122.24,37.81,52,2485,313.0,953,327,6.8591,NEAR BAY,352400,352809.01
9278,-122.6,38.11,19,1752,328.0,873,336,3.8068,<1H OCEAN,201600,203091.0
2764,-116.0,32.74,26,1134,280.0,329,158,1.4338,INLAND,43900,49760.0
7199,-118.18,34.03,40,2631,698.0,2920,677,2.0764,<1H OCEAN,145600,143312.0
7896,-118.07,33.86,17,3666,562.0,2104,579,5.6818,<1H OCEAN,338900,314772.0
7562,-118.19,33.9,32,2762,652.0,2677,632,2.5719,<1H OCEAN,105600,118704.0
13197,-117.7,34.07,33,1552,288.0,1326,303,3.7969,INLAND,128400,128451.0
16249,-121.29,37.99,45,965,198.0,498,195,1.6944,INLAND,75200,76073.0
14234,-117.02,32.69,7,6055,1004.0,3031,952,4.436,NEAR OCEAN,135000,156774.0
508,-122.3,37.84,14,7355,2408.0,3100,2051,4.0018,NEAR BAY,143800,184483.01
4985,-118.31,34.0,52,1542,309.0,939,276,1.6892,<1H OCEAN,129100,122631.0
19382,-120.86,37.77,38,1545,279.0,662,266,3.825,INLAND,96400,115948.0
16968,-122.31,37.54,38,1946,407.0,975,417,4.0726,NEAR OCEAN,385400,360640.0
4121,-118.19,34.14,38,1826,300.0,793,297,5.2962,<1H OCEAN,291500,318886.02
19377,-120.76,37.73,16,1343,241.0,732,195,3.5833,INLAND,187500,169402.0
19079,-122.49,38.32,17,3308,720.0,1587,632,3.2727,<1H OCEAN,176000,179432.0
8229,-118.2,33.77,40,2034,899.0,1257,797,1.2864,NEAR OCEAN,131300,150953.0
19020,-121.98,38.35,16,1697,267.0,832,277,4.4375,INLAND,132600,137736.0
9308,-122.54,37.98,52,1758,316.0,607,264,5.5083,NEAR BAY,371900,374490.11
564,-122.24,37.75,27,4051,753.0,1499,797,4.8711,NEAR BAY,286600,275716.0
16669,-120.7,35.32,46,118,17.0,6532,13,4.2639,NEAR OCEAN,350000,319679.04
3125,-117.76,35.22,4,18,3.0,8,6,1.625,INLAND,275000,229035.01
8166,-118.13,33.8,36,1496,271.0,743,265,4.4312,<1H OCEAN,226000,226725.0
18098,-122.04,37.33,22,4011,963.0,2206,879,4.5721,<1H OCEAN,351200,331152.02
5053,-118.34,34.01,38,2318,735.0,1407,702,1.6187,<1H OCEAN,266700,216363.0
17734,-121.8,37.3,16,906,149.0,605,148,4.8173,<1H OCEAN,235600,240705.01
6134,-118.0,34.07,34,1696,456.0,1609,426,2.25,INLAND,138500,147611.0
18965,-122.03,38.26,25,4617,1046.0,2685,1011,2.9576,INLAND,108500,113133.0
13098,-121.4,38.47,4,20982,3392.0,10329,3086,4.3658,INLAND,130600,141936.0
15001,-117.02,32.74,12,3301,963.0,2000,879,1.8594,NEAR OCEAN,119200,127016.0
15964,-122.44,37.71,46,1230,247.0,895,257,5.3913,NEAR BAY,248900,270557.0
7828,-118.14,33.91,32,1981,472.0,1371,431,3.1204,<1H OCEAN,204200,200209.0
14065,-117.12,32.75,17,2060,633.0,1251,602,1.9886,NEAR OCEAN,119200,121096.0
6839,-118.12,34.07,45,1770,423.0,1410,389,3.0592,<1H OCEAN,212500,211356.0
1916,-121.04,38.81,11,3522,623.0,1456,544,3.93,INLAND,163400,165100.0
14163,-117.06,32.77,18,2269,682.0,1329,581,1.7951,NEAR OCEAN,161800,149662.0
13827,-117.2,34.48,7,4998,953.0,2764,891,3.205,INLAND,101900,103454.0
17190,-122.27,37.24,30,2762,593.0,1581,502,5.1002,NEAR OCEAN,319400,324846.01
9056,-118.12,34.69,27,3019,501.0,1580,523,3.7804,INLAND,113500,113984.0
12538,-121.49,38.56,52,1844,392.0,667,353,3.0033,INLAND,103500,110327.0
13305,-117.62,34.09,26,3271,595.0,2259,566,4.0139,INLAND,132000,135467.0
3711,-118.4,34.2,13,4859,1293.0,3351,1200,3.6875,<1H OCEAN,211900,215378.0
242,-122.21,37.78,52,1056,224.0,792,245,2.6583,NEAR BAY,142600,136761.0
19023,-121.98,38.34,18,3876,916.0,2386,867,2.5938,INLAND,129500,124247.0
9274,-122.57,38.11,24,2863,734.0,1583,682,3.1981,NEAR BAY,215300,211954.0
16759,-122.48,37.71,29,1048,150.0,455,152,6.1278,NEAR OCEAN,417600,412467.07
874,-122.03,37.56,31,4981,964.0,2841,924,4.8962,NEAR BAY,220200,239315.0
11645,-118.04,33.81,27,2990,515.0,1849,497,5.6846,<1H OCEAN,216100,227579.0
11251,-117.99,33.82,21,2281,557.0,1510,460,2.8625,<1H OCEAN,189600,186478.0
8916,-118.46,34.02,29,2329,833.0,1953,800,2.6639,<1H OCEAN,233300,274255.01
1042,-120.88,38.32,18,2791,492.0,1187,438,3.2589,INLAND,103000,117614.0
11868,-121.09,40.3,15,1717,336.0,501,206,3.6477,INLAND,113400,114437.0
13413,-117.48,34.08,17,1834,390.0,1253,357,3.1028,INLAND,106400,112674.0
10755,-117.89,33.61,45,1883,419.0,653,328,4.2222,<1H OCEAN,500001,480714.85
13140,-121.41,38.34,24,1605,277.0,1966,250,3.0833,INLAND,162500,138412.0
8001,-118.13,33.85,36,1885,391.0,1049,405,3.55,<1H OCEAN,212800,210019.0
10137,-117.89,33.91,33,1264,224.0,527,227,3.7321,<1H OCEAN,216500,212447.0
18382,-121.83,37.23,7,5389,903.0,2232,825,6.6659,<1H OCEAN,500001,438194.62
3356,-120.66,40.42,35,1450,325.0,717,297,2.5074,INLAND,66400,71715.0
14050,-117.13,32.76,33,1591,461.0,794,425,2.6333,NEAR OCEAN,140000,152982.0
8006,-118.1,33.85,36,956,159.0,416,157,4.6429,<1H OCEAN,223700,214884.0
10169,-117.94,33.9,27,2029,242.0,711,254,9.7956,<1H OCEAN,500001,491228.84
3306,-122.64,38.96,29,883,187.0,326,136,1.7273,INLAND,58200,70865.0
12749,-121.37,38.62,27,1743,380.0,697,368,1.6678,INLAND,166100,136531.0
2907,-119.03,35.37,52,1503,367.0,554,277,1.6786,INLAND,126600,105625.0
19538,-120.95,37.65,14,5200,1119.0,3221,1102,2.6964,INLAND,107000,114170.0
7210,-118.17,34.03,43,1636,506.0,1855,502,2.2902,<1H OCEAN,152400,147439.0
15240,-117.24,33.0,16,2512,356.0,795,353,7.5975,NEAR OCEAN,369100,362128.02
16176,-122.4,37.75,26,54,9.0,23,9,6.1359,NEAR BAY,225000,273988.1
10553,-117.71,33.64,14,2945,356.0,1293,335,8.111,<1H OCEAN,308900,322301.0
3368,-120.2,40.26,26,2399,518.0,1037,443,2.6765,INLAND,47600,59728.0
12408,-116.25,33.81,24,880,187.0,507,169,3.4583,INLAND,67500,103211.02
16213,-121.32,37.96,46,1832,365.0,975,373,2.0398,INLAND,88100,85978.0
9938,-122.24,38.25,33,213,36.0,91,33,4.9167,NEAR BAY,187500,199477.0
18425,-121.83,37.26,7,3609,751.0,1739,682,4.5033,<1H OCEAN,213100,221225.0
10764,-117.91,33.63,20,3442,1526.0,1427,977,3.1985,<1H OCEAN,106300,153788.03
1646,-121.91,37.81,7,3477,416.0,1216,395,13.1499,INLAND,500001,495717.94
5944,-117.88,34.13,33,3713,718.0,2106,720,4.0023,<1H OCEAN,185500,190153.0
763,-122.08,37.66,37,1997,436.0,1349,437,2.1382,NEAR BAY,166600,173501.0
8245,-118.19,33.78,31,1648,484.0,898,457,1.5844,NEAR OCEAN,162500,165092.0
18818,-120.24,39.67,40,690,129.0,305,110,2.3625,INLAND,62500,68197.0
13139,-121.44,38.43,3,39320,6210.0,16305,5358,4.9516,INLAND,153700,153585.0
15186,-117.05,33.05,6,7916,1293.0,2741,1204,5.6436,<1H OCEAN,278600,264507.0
15898,-122.39,37.72,52,135,34.0,93,26,2.1484,NEAR BAY,181300,229599.01
17708,-121.82,37.32,10,2506,623.0,2634,622,3.135,<1H OCEAN,231400,202935.0
12552,-121.48,38.56,52,814,216.0,327,181,2.8542,INLAND,125000,124251.0
19350,-122.94,38.57,33,1530,266.0,728,250,5.1005,<1H OCEAN,266700,264520.0
13736,-117.2,34.04,23,1762,267.0,1132,279,5.9915,INLAND,153200,156776.0
17315,-120.18,34.62,25,1337,219.0,671,225,3.1912,NEAR OCEAN,226400,238747.05
3551,-118.66,34.23,18,897,142.0,263,110,6.1288,<1H OCEAN,350000,339522.0
5446,-118.44,34.0,41,1562,377.0,874,368,4.1083,<1H OCEAN,324300,340401.05
5883,-118.34,34.17,52,1133,212.0,545,222,4.875,<1H OCEAN,249500,283483.07
10562,-117.76,33.72,11,4508,618.0,1993,573,10.4498,<1H OCEAN,386100,418463.14
13931,-117.36,34.28,18,3903,715.0,1388,428,4.2386,INLAND,157200,152219.0
13598,-117.3,34.07,34,567,143.0,387,138,1.7981,INLAND,73300,76906.0
19916,-119.31,36.31,18,3860,760.0,1643,664,2.0714,INLAND,92600,83286.0
7316,-118.19,33.98,36,4179,,4582,1196,2.0087,<1H OCEAN,172100,170852.02
15077,-116.99,32.81,18,10968,1521.0,4439,1501,6.2787,<1H OCEAN,250000,258773.01
19100,-122.61,38.26,17,2864,487.0,1482,547,4.6833,<1H OCEAN,215200,212603.0
4026,-118.54,34.17,11,1080,174.0,386,160,6.1274,<1H OCEAN,315900,313414.0
10784,-117.91,33.63,32,1901,400.0,946,418,2.7264,<1H OCEAN,311100,284024.0
8827,-118.36,34.1,37,7097,2010.0,2913,1939,2.875,<1H OCEAN,300000,303317.03
6299,-117.92,34.01,35,3055,634.0,3738,615,3.375,<1H OCEAN,127200,139944.0
10077,-120.35,39.34,29,1986,474.0,337,100,4.0278,INLAND,95800,113887.0
3595,-118.49,34.24,35,2707,446.0,1224,445,5.2939,<1H OCEAN,244200,249725.0
14790,-117.12,32.56,20,2524,682.0,1819,560,2.9286,NEAR OCEAN,257700,201603.0
218,-122.21,37.79,34,2364,557.0,1517,516,2.8365,NEAR BAY,139200,142490.0
892,-121.94,37.53,33,2095,342.0,941,304,5.761,<1H OCEAN,259600,264352.0
14683,-117.08,32.82,10,5177,856.0,2190,816,5.9734,<1H OCEAN,271700,269073.0
20009,-119.06,36.15,25,2402,478.0,1527,461,2.3194,INLAND,52900,59899.0
4692,-118.36,34.07,52,2046,451.0,944,435,3.4265,<1H OCEAN,456900,422850.06
2432,-119.53,36.65,43,1676,320.0,1056,276,2.5562,INLAND,93200,81695.0
13274,-117.62,34.11,31,2561,414.0,1204,435,4.4637,INLAND,192800,176287.0
20335,-118.94,34.24,5,10018,1233.0,4253,1120,8.9063,<1H OCEAN,500001,488999.82
5487,-118.5,33.97,29,2737,808.0,1157,696,5.128,<1H OCEAN,500001,487918.85
11745,-121.14,38.77,15,10282,1333.0,3868,1300,6.4789,INLAND,287800,276185.0
5729,-118.23,34.17,37,4524,1005.0,2099,937,3.5781,<1H OCEAN,366700,329285.0
8360,-118.34,33.97,45,2230,364.0,949,344,5.5,<1H OCEAN,188200,231161.03
20125,-118.8,34.41,45,1610,,1148,347,2.7,<1H OCEAN,120400,150639.0
4725,-118.37,34.05,52,2346,437.0,1121,400,4.0583,<1H OCEAN,444300,423245.06
19110,-122.64,38.23,52,1075,249.0,519,210,3.0769,<1H OCEAN,230900,220475.0
7020,-118.1,33.97,35,2426,529.0,2010,514,2.9922,<1H OCEAN,163500,164961.0
8732,-118.32,33.84,42,1486,420.0,897,377,1.6228,<1H OCEAN,376100,290557.0
2399,-119.24,36.8,17,2052,405.0,975,340,2.6902,INLAND,94400,89568.0
1581,-122.03,37.86,25,3004,393.0,1145,376,7.2655,NEAR BAY,494000,432508.02
19087,-122.5,38.35,25,1566,352.0,784,362,3.075,<1H OCEAN,165100,172241.0
8578,-118.41,33.89,35,1194,292.0,507,295,9.0812,<1H OCEAN,500001,496881.95
17188,-122.33,37.39,52,573,102.0,232,92,6.2263,NEAR OCEAN,500001,475363.83
5873,-118.36,34.17,46,1268,240.0,661,239,4.0742,<1H OCEAN,229100,238166.0
15508,-117.08,33.14,11,1430,292.0,921,294,4.2357,<1H OCEAN,160900,166735.0
6108,-117.88,34.13,25,2559,654.0,1674,623,2.8547,<1H OCEAN,155600,161193.0
18328,-122.14,37.45,52,3841,537.0,1391,540,7.8647,NEAR BAY,500001,494395.9
17244,-119.67,34.43,39,1467,381.0,1404,374,2.3681,<1H OCEAN,241400,233944.0
20378,-118.82,34.15,9,655,110.0,222,109,7.8528,NEAR OCEAN,337500,364182.1
4680,-118.34,34.07,52,3421,598.0,1203,564,4.1618,<1H OCEAN,500001,480580.81
9975,-122.45,38.58,34,2517,483.0,1324,464,3.0938,INLAND,189400,178784.0
5663,-118.28,33.73,52,2085,588.0,1767,516,2.1935,NEAR OCEAN,243200,240905.0
11363,-117.94,33.74,24,4248,840.0,3118,798,4.2222,<1H OCEAN,207200,202078.0
6267,-117.94,34.04,34,1403,274.0,977,257,3.8409,<1H OCEAN,163000,163160.0
12453,-114.57,33.52,27,173,35.0,117,34,2.0833,INLAND,45000,55830.0
5233,-118.24,33.94,39,1215,273.0,1211,265,1.7212,<1H OCEAN,95500,94684.0
12826,-121.44,38.71,25,2336,406.0,1172,408,3.5129,INLAND,101200,107940.0
17147,-122.19,37.44,39,4402,618.0,1616,631,8.9955,NEAR OCEAN,500001,493237.92
18071,-122.01,37.28,22,2038,260.0,773,281,9.1569,<1H OCEAN,500001,498689.97
2293,-119.77,36.8,24,3748,770.0,1827,719,2.7222,INLAND,83100,82174.0
7566,-118.2,33.89,37,2394,568.0,2499,551,2.5321,<1H OCEAN,105100,116038.0
8150,-118.09,33.81,36,1878,323.0,846,325,7.1937,<1H OCEAN,254400,319314.18
8024,-118.11,33.84,36,1074,188.0,496,196,4.625,<1H OCEAN,217400,218188.0
3667,-118.4,34.24,35,2552,545.0,1850,503,4.775,<1H OCEAN,179500,190890.0
2538,-124.17,40.8,52,661,316.0,392,244,0.957,NEAR OCEAN,60000,70571.0
17887,-121.95,37.39,24,5230,934.0,3795,970,5.4228,<1H OCEAN,264100,262774.0
11607,-118.01,33.8,16,4021,701.0,1488,650,5.32,<1H OCEAN,219500,238093.0
13364,-117.66,34.0,5,1387,236.0,855,270,5.411,INLAND,201100,191955.0
19727,-121.47,38.95,34,2129,350.0,969,314,2.7039,INLAND,106300,99374.0
6806,-118.09,34.09,36,1068,246.0,949,250,2.3462,<1H OCEAN,188500,188846.0
9530,-123.1,38.97,36,1211,247.0,697,251,2.5761,<1H OCEAN,94900,108354.0
1623,-122.14,37.85,27,9147,1276.0,3371,1269,7.3267,NEAR BAY,389900,395003.0
13627,-117.27,34.1,9,3904,1042.0,3688,896,1.8022,INLAND,78000,81533.0
11476,-118.02,33.7,23,5069,770.0,2473,769,6.3047,<1H OCEAN,285700,287587.0
1757,-122.33,37.95,42,1627,336.0,848,316,3.7708,NEAR BAY,144600,143920.0
2532,-122.19,39.5,23,462,97.0,261,90,2.1705,INLAND,53000,64543.0
15960,-122.43,37.71,52,1508,278.0,1138,304,4.0234,NEAR BAY,266500,258003.0
18212,-122.06,37.38,20,3401,768.0,1497,747,4.2188,NEAR BAY,500001,420845.63
733,-122.14,37.68,35,2976,518.0,1424,538,4.267,NEAR BAY,210300,209119.0
5684,-118.28,33.68,8,2842,522.0,1624,510,3.7282,NEAR OCEAN,287500,267654.0
13795,-117.42,34.59,8,5445,1360.0,3220,1214,1.7567,INLAND,69500,78761.0
15585,-116.58,33.09,36,992,224.0,334,126,3.0089,INLAND,134400,164423.0
7229,-118.16,34.02,44,1218,374.0,1175,342,1.9688,<1H OCEAN,173900,166102.0
16752,-122.46,37.7,42,876,216.0,713,203,3.84,NEAR OCEAN,235900,238943.0
1165,-121.55,39.51,50,1050,288.0,485,260,1.1607,INLAND,51700,58697.0
16405,-121.2,38.02,44,608,108.0,287,83,3.3882,INLAND,125000,134597.0
11192,-117.93,33.82,28,2444,555.0,1848,567,3.0179,<1H OCEAN,198800,195050.0
13450,-117.41,34.08,38,1541,290.0,861,299,3.5655,INLAND,95600,99578.0
10061,-120.89,39.3,17,2282,431.0,974,371,3.5417,INLAND,155100,153281.0
3637,-118.44,34.23,36,1730,387.0,1099,353,4.0368,<1H OCEAN,183100,186056.0
3784,-118.38,34.16,46,2609,593.0,1055,585,3.3177,<1H OCEAN,309400,318635.03
5622,-118.26,33.78,36,2191,739.0,2931,692,2.1311,NEAR OCEAN,163100,160491.0
16652,-120.66,35.28,31,2773,844.0,1358,794,1.4036,NEAR OCEAN,209600,218288.01
12116,-117.23,33.96,5,9179,1361.0,4573,1294,5.253,INLAND,163300,166484.0
8818,-118.32,33.77,37,627,95.0,259,106,6.887,<1H OCEAN,500001,452190.69
15212,-117.09,32.98,23,1125,273.0,687,308,2.3182,<1H OCEAN,268800,223846.0
13861,-117.27,34.5,8,3567,543.0,1133,419,5.3733,INLAND,302600,247733.0
4867,-118.28,34.04,20,1193,454.0,1880,453,2.1806,<1H OCEAN,180000,174153.0
9729,-121.69,36.8,19,2164,410.0,1309,426,3.338,<1H OCEAN,185300,190575.0
3725,-118.42,34.18,31,2887,646.0,1626,637,3.6745,<1H OCEAN,335500,297492.0
14940,-117.03,32.63,14,2796,476.0,1466,464,5.2489,NEAR OCEAN,213700,192441.0
9543,-120.73,37.38,37,653,176.0,827,176,1.9236,INLAND,64400,70050.0
15786,-122.39,37.78,5,1405,515.0,725,392,3.6037,NEAR BAY,187500,199172.01
13764,-117.13,34.06,4,3078,510.0,1341,486,4.9688,INLAND,163200,157871.0
18211,-122.06,37.39,22,1236,290.0,413,274,3.6875,NEAR BAY,40000,153531.02
434,-122.29,37.88,52,1650,395.0,841,380,3.556,NEAR BAY,179300,196372.0
17255,-119.71,34.42,50,840,279.0,488,270,2.2097,<1H OCEAN,258300,263165.0
5251,-118.46,34.08,35,3247,525.0,1065,484,7.8426,<1H OCEAN,500001,493185.83
8695,-118.34,33.86,36,2223,360.0,1162,376,5.259,<1H OCEAN,279400,281258.0
19239,-122.63,38.5,19,2107,332.0,874,341,5.7819,<1H OCEAN,265600,269133.0
2702,-115.57,32.85,17,1039,256.0,728,246,1.7411,INLAND,63500,64159.0
2800,-116.22,36.0,14,1372,386.0,436,213,1.1471,INLAND,32900,44568.98
6264,-117.96,34.05,32,1993,388.0,1385,380,3.7258,<1H OCEAN,181900,178341.0
9624,-120.31,37.29,36,969,206.0,732,175,1.5938,INLAND,57600,59898.0
2688,-115.56,32.96,21,2164,480.0,1164,421,3.8177,INLAND,107200,102187.0
15829,-122.43,37.75,52,1970,495.0,871,474,4.0625,NEAR BAY,355600,353324.0
415,-122.27,37.89,52,2640,366.0,973,355,7.266,NEAR BAY,371100,369700.01
10556,-117.71,33.63,16,1641,354.0,945,318,3.4261,<1H OCEAN,219700,226982.01
1191,-121.39,39.39,52,189,34.0,121,37,3.0208,INLAND,60000,78086.0
6039,-117.73,34.07,33,1025,261.0,854,269,2.2596,INLAND,119400,118916.0
8874,-118.45,34.06,52,204,34.0,1154,28,9.337,<1H OCEAN,500001,408242.66
924,-121.92,37.49,10,7441,1588.0,3571,1466,5.1643,<1H OCEAN,193100,221143.0
19380,-120.85,37.77,52,436,81.0,197,68,1.8625,INLAND,85400,90005.0
365,-122.13,37.75,30,414,54.0,137,50,4.975,NEAR BAY,311100,299370.01
9842,-121.9,36.6,33,2461,649.0,1234,601,2.8727,NEAR OCEAN,225000,227717.0
10961,-117.89,33.75,34,2753,654.0,3117,631,3.1713,<1H OCEAN,170100,168919.0
4084,-118.39,34.15,29,3110,650.0,1212,642,4.2031,<1H OCEAN,394400,407151.06
5801,-118.24,34.14,9,4877,1488.0,4486,1458,2.4421,<1H OCEAN,222100,218480.0
17583,-121.93,37.3,16,2111,485.0,1285,499,5.0477,<1H OCEAN,292500,283786.0
6893,-118.09,34.04,24,1543,257.0,824,271,6.4385,<1H OCEAN,272600,283768.01
5733,-118.2,34.16,31,5550,881.0,2465,862,6.8317,<1H OCEAN,446100,424248.03
6992,-118.02,33.95,38,2139,426.0,1138,412,4.2917,<1H OCEAN,168900,183521.0
2111,-119.74,36.76,42,2093,470.0,1621,438,1.7994,INLAND,58700,57938.0
17528,-121.89,37.33,6,1495,552.0,1087,557,2.8798,<1H OCEAN,225000,215717.0
10255,-117.87,33.88,28,3333,752.0,2026,722,3.5667,<1H OCEAN,190700,194711.0
15206,-117.06,33.01,9,2470,417.0,904,427,4.4219,<1H OCEAN,209200,201187.0
153,-122.23,37.81,52,1433,229.0,612,213,4.7708,NEAR BAY,314700,296417.01
14266,-117.11,32.69,34,1144,295.0,1271,302,2.09,NEAR OCEAN,91800,91762.0
13440,-117.42,34.08,28,2300,419.0,1312,444,3.4844,INLAND,127700,119136.0
12937,-121.26,38.66,19,3170,444.0,1344,452,6.1183,INLAND,221600,218424.0
17002,-122.25,37.56,19,7976,1406.0,3437,1338,5.6396,NEAR BAY,430300,396635.01
13439,-117.42,34.09,28,3193,525.0,1750,523,4.1375,INLAND,128300,129922.0
